ESV,bac1,bac10,bac2,bac3,bac7,bac8,bac9
ESV7567.1456,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7568.1403,Partial,Perfect,Partial,Partial,Perfect,Perfect,Partial
ESV7569.1404,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV757.1458,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7570.1406,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7571.1451,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7572.1460,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7573.1441,Perfect,Poor,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7574.1446,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7575.1457,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7576.1440,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7577.1439,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7578.1443,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7579.1469,Perfect,Poor,Perfect,Partial,Perfect,Perfect,Perfect
ESV758.1445,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7580.1458,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7581.1440,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7582.1426,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7583.1475,Perfect,Poor,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7584.1486,Partial,Poor,Partial,Partial,Perfect,Perfect,Partial
ESV7585.1451,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7586.1460,Perfect,Perfect,Perfect,Partial,Perfect,Perfect,Perfect
ESV7587.1409,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7588.1409,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7589.1457,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV759.1461,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7590.1461,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7591.1455,Perfect,Perfect,Perfect,Partial,Perfect,Perfect,Perfect
ESV7592.1445,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7593.1438,Poor,Partial,Poor,Perfect,Partial,Perfect,Partial
ESV7594.1506,Partial,Poor,Partial,Partial,Perfect,Perfect,Partial
ESV7595.1446,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7596.1432,Perfect,Poor,Perfect,Partial,Partial,Perfect,Perfect
ESV7597.1468,Perfect,Poor,Perfect,Partial,Perfect,Perfect,Perfect
ESV7598.1446,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7599.1446,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV76.1455,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV760.1445,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7600.1428,Perfect,Poor,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7601.1463,Poor,Poor,Poor,Poor,Poor,Poor,Poor
ESV7602.1481,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7603.1436,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7604.1458,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7605.1457,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7606.1441,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7607.1467,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7608.1492,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7609.1449,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV761.1456,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7610.1458,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7611.1425,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7612.1493,Partial,Poor,Partial,Poor,Perfect,Perfect,Perfect
ESV7613.1458,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7614.1440,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7615.1456,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7616.1387,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7617.1403,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7618.1449,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7619.1429,Partial,Poor,Partial,Partial,Partial,Partial,Perfect
ESV762.1441,Perfect,Poor,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7620.1424,Perfect,Perfect,Perfect,Partial,Perfect,Partial,Partial
ESV7621.1462,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7622.1480,Perfect,Poor,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7623.1436,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7624.1434,Perfect,Partial,Perfect,Partial,Perfect,Perfect,Perfect
ESV7625.1413,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7626.1423,Partial,Poor,Partial,Partial,Partial,Partial,Perfect
ESV7627.1467,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7628.1459,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7629.1459,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV763.1468,Perfect,Poor,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7630.1403,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7631.1382,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7632.1448,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7633.1434,Partial,Poor,Partial,Partial,Poor,Poor,Perfect
ESV7634.1524,Perfect,Poor,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7635.1471,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7636.1483,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7637.1450,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7638.1426,Perfect,Poor,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7639.1465,Partial,Partial,Partial,Perfect,Partial,Partial,Perfect
ESV764.1450,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7640.1436,Perfect,Poor,Perfect,Partial,Partial,Perfect,Perfect
ESV7641.1413,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7642.1409,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7643.1406,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7644.1524,Perfect,Poor,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7645.1451,Perfect,Poor,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7646.1442,Partial,Perfect,Partial,Perfect,Perfect,Perfect,Partial
ESV7647.1404,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7648.1448,Perfect,Poor,Perfect,Poor,Poor,Perfect,Perfect
ESV7649.1461,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV765.1478,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7650.1415,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7651.1496,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7652.1460,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7653.1446,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7654.1431,Perfect,Poor,Perfect,Partial,Perfect,Partial,Partial
ESV7655.1458,Perfect,Partial,Perfect,Partial,Perfect,Perfect,Perfect
ESV7656.1425,Perfect,Poor,Perfect,Partial,Perfect,Perfect,Perfect
ESV7657.1458,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7658.1487,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7659.1463,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV766.1441,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7660.1525,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7661.1462,Perfect,Poor,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7662.1460,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7663.1431,Perfect,Poor,Perfect,Partial,Partial,Perfect,Perfect
ESV7664.1473,Poor,Poor,Poor,Poor,Poor,Perfect,Poor
ESV7665.1460,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7666.1424,Perfect,Poor,Perfect,Partial,Perfect,Perfect,Perfect
ESV7667.1439,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7668.1446,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7669.1483,Perfect,Poor,Perfect,Partial,Perfect,Perfect,Perfect
ESV767.1457,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7670.1449,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7671.1447,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7672.1425,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7673.1448,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7674.1577,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7675.1449,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7676.1476,Perfect,Poor,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7677.1451,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7678.1455,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7679.1492,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV768.1481,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7680.1459,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7681.1473,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7682.1443,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7683.1426,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7684.1462,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7685.1438,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7686.1447,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7687.1464,Perfect,Poor,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7688.1434,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7689.1445,Partial,Perfect,Partial,Perfect,Partial,Perfect,Perfect
ESV769.1460,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7690.1425,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7691.1425,Perfect,Poor,Perfect,Partial,Perfect,Perfect,Perfect
ESV7692.1463,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7693.1439,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7694.1429,Partial,Poor,Partial,Partial,Partial,Partial,Perfect
ESV7695.1440,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7696.1455,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7697.1500,Perfect,Perfect,Perfect,Partial,Perfect,Perfect,Perfect
ESV7698.1460,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7699.1455,Perfect,Perfect,Perfect,Partial,Perfect,Perfect,Perfect
ESV77.1496,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV770.1445,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7700.1480,Perfect,Poor,Perfect,Partial,Perfect,Perfect,Perfect
ESV7701.1477,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7702.1404,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7703.1480,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7704.1414,Perfect,Poor,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7705.1482,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7706.1459,Partial,Perfect,Partial,Perfect,Perfect,Perfect,Perfect
ESV7707.1458,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7708.1425,Perfect,Poor,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7709.1409,Perfect,Perfect,Perfect,Partial,Perfect,Perfect,Perfect
ESV771.1460,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7710.1450,Perfect,Poor,Perfect,Poor,Perfect,Perfect,Perfect
ESV7711.1410,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7712.1424,Perfect,Poor,Perfect,Partial,Perfect,Perfect,Perfect
ESV7713.1385,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7714.1444,Partial,Partial,Partial,Perfect,Perfect,Perfect,Partial
ESV7715.1426,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7716.1438,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7717.1425,Perfect,Poor,Perfect,Partial,Perfect,Perfect,Perfect
ESV7718.1451,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7719.1442,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV772.1449,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7720.1484,Perfect,Poor,Perfect,Partial,Perfect,Perfect,Perfect
ESV7721.1457,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7722.1439,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7723.1456,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7724.1458,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7725.1461,Perfect,Poor,Perfect,Poor,Perfect,Perfect,Perfect
ESV7726.1459,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7727.1482,Perfect,Poor,Perfect,Partial,Perfect,Perfect,Perfect
ESV7728.1443,Perfect,Poor,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7729.1475,Perfect,Poor,Perfect,Perfect,Perfect,Perfect,Perfect
ESV773.1444,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7730.1460,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7731.1475,Perfect,Poor,Perfect,Partial,Perfect,Perfect,Perfect
ESV7732.1422,Perfect,Poor,Perfect,Poor,Perfect,Perfect,Perfect
ESV7733.1473,Perfect,Poor,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7734.1434,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7735.1434,Partial,Poor,Partial,Partial,Partial,Partial,Perfect
ESV7736.1460,Perfect,Poor,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7737.1457,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7738.1500,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7739.1447,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV774.1442,Perfect,Poor,Perfect,Partial,Perfect,Perfect,Perfect
ESV7740.1409,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7741.1447,Perfect,Partial,Perfect,Partial,Perfect,Perfect,Perfect
ESV7742.1486,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7743.1446,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7744.1449,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7745.1456,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7746.1442,Perfect,Poor,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7747.1425,Perfect,Poor,Perfect,Partial,Perfect,Perfect,Perfect
ESV7748.1446,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7749.1467,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV775.1438,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7750.1438,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7751.1473,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7752.1448,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7753.1408,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7754.1470,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7755.1455,Perfect,Poor,Perfect,Poor,Perfect,Perfect,Perfect
ESV7756.1427,Perfect,Poor,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7757.1428,Perfect,Poor,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7758.1435,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7759.1438,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV776.1439,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7760.1456,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7761.1412,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7762.1487,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7763.1444,Perfect,Perfect,Perfect,Partial,Partial,Perfect,Perfect
ESV7764.1476,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7765.1457,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7766.1409,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7767.1473,Perfect,Poor,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7768.1407,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7769.1447,Perfect,Poor,Perfect,Poor,Perfect,Perfect,Perfect
ESV777.1426,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7770.1453,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7771.1407,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7772.1382,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7773.1429,Perfect,Partial,Perfect,Partial,Partial,Perfect,Perfect
ESV7774.1472,Perfect,Poor,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7775.1446,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7776.1426,Partial,Poor,Partial,Partial,Partial,Partial,Perfect
ESV7777.1448,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7778.1424,Partial,Poor,Partial,Perfect,Poor,Poor,Perfect
ESV7779.1440,Poor,Partial,Poor,Perfect,Partial,Perfect,Partial
ESV778.1448,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7780.1452,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7781.1451,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7782.1460,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7783.1451,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7784.1408,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7785.1425,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7786.1450,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7787.1460,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7788.1456,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7789.1451,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV779.1434,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7790.1410,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7791.1425,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7792.1409,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7793.1385,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7794.1438,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7795.1487,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7796.1460,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7797.1440,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7798.1470,Poor,Poor,Poor,Poor,Poor,Perfect,Poor
ESV7799.1446,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV78.1425,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV780.1446,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7800.1438,Poor,Partial,Poor,Perfect,Partial,Perfect,Partial
ESV7801.1446,Poor,Partial,Poor,Perfect,Partial,Perfect,Partial
ESV7802.1444,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7803.1468,Perfect,Poor,Perfect,Poor,Partial,Perfect,Perfect
ESV7804.1465,Perfect,Poor,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7805.1451,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7806.1459,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7807.1571,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7808.1496,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7809.1443,Poor,Partial,Poor,Perfect,Partial,Perfect,Partial
ESV781.1412,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7810.1451,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7811.1496,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7812.1422,Perfect,Poor,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7813.1487,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7814.1444,Partial,Partial,Partial,Perfect,Perfect,Perfect,Partial
ESV7815.1463,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7816.1481,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7817.1466,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7818.1471,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7819.1424,Perfect,Poor,Perfect,Poor,Perfect,Perfect,Perfect
ESV782.1459,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7820.1407,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7821.1389,Partial,Poor,Perfect,Partial,Partial,Partial,Partial
ESV7822.1478,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7823.1443,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7824.1479,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7825.1459,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7826.1460,Perfect,Poor,Perfect,Poor,Poor,Perfect,Perfect
ESV7827.1458,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7828.1432,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7829.1447,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV783.1389,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7830.1438,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7831.1461,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7832.1438,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7833.1479,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7834.1496,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7835.1447,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7836.1446,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7837.1486,Perfect,Poor,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7838.1432,Partial,Poor,Partial,Partial,Partial,Perfect,Partial
ESV7839.1415,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV784.1458,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7840.1411,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7841.1454,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7842.1441,Perfect,Poor,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7843.1453,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7844.1434,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7845.1425,Partial,Poor,Partial,Partial,Partial,Partial,Perfect
ESV7846.1446,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7847.1424,Perfect,Poor,Perfect,Partial,Perfect,Perfect,Perfect
ESV7848.1448,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7849.1457,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV785.1457,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7850.1474,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7851.1453,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7852.1387,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7853.1425,Perfect,Poor,Perfect,Partial,Perfect,Perfect,Perfect
ESV7854.1444,Poor,Partial,Poor,Perfect,Partial,Perfect,Partial
ESV7855.1438,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7856.1441,Poor,Partial,Poor,Perfect,Partial,Perfect,Partial
ESV7857.1440,Partial,Partial,Partial,Perfect,Perfect,Perfect,Partial
ESV7858.1421,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV7859.1454,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
